inventory_id,store_id,product_id,current_stock,reorder_level,lead_time_days,stock_status
765,2,1066,64,30,11,Healthy
766,1,1069,17,25,4,Low Stock
767,1,1007,14,25,7,Low Stock
768,6,1084,122,30,5,Healthy
769,6,1071,74,30,4,Healthy
770,1,1068,140,30,5,Healthy
771,4,1109,54,30,5,Healthy
772,6,1014,6,25,6,Low Stock
773,5,1118,146,30,13,Healthy
774,2,1036,58,30,7,Healthy
775,1,1056,86,30,3,Healthy
776,4,1101,128,30,13,Healthy
777,1,1072,16,25,11,Low Stock
778,6,1142,125,30,10,Healthy
779,4,1023,61,30,15,Healthy
780,4,1031,139,30,11,Healthy
781,5,1051,138,30,7,Healthy
782,1,1004,149,30,12,Healthy
783,6,1118,85,30,11,Healthy
784,4,1089,4,25,10,Low Stock
785,1,1083,124,30,6,Healthy
786,1,1009,53,30,9,Healthy
787,6,1044,135,30,8,Healthy
788,4,1133,317,50,7,Overstock
789,1,1046,112,30,8,Healthy
790,6,1126,76,30,13,Healthy
791,1,1085,123,30,11,Healthy
792,6,1061,146,30,3,Healthy
793,4,1121,149,30,14,Healthy
794,3,1145,144,30,3,Healthy
795,6,1132,105,30,3,Healthy
796,2,1110,1,25,3,Low Stock
797,5,1062,56,30,6,Healthy
798,1,1072,54,30,12,Healthy
799,6,1026,5,25,4,Low Stock
800,2,1048,436,50,14,Overstock
801,5,1048,11,25,15,Low Stock
802,4,1082,20,25,13,Low Stock
803,6,1141,119,30,12,Healthy
804,4,1116,74,30,8,Healthy
805,5,1017,12,25,11,Low Stock
806,6,1127,74,30,11,Healthy
807,1,1134,52,30,12,Healthy
808,2,1131,136,30,11,Healthy
809,5,1044,107,30,3,Healthy
810,5,1025,13,25,13,Low Stock
811,4,1077,126,30,6,Healthy
812,2,1132,55,30,14,Healthy
813,3,1037,123,30,5,Healthy
814,4,1141,59,30,8,Healthy
815,6,1115,139,30,9,Healthy
816,3,1128,85,30,7,Healthy
817,4,1021,126,30,7,Healthy
818,5,1076,7,25,14,Low Stock
819,3,1084,10,25,6,Low Stock
820,5,1021,333,50,11,Overstock
821,1,1024,84,30,7,Healthy
822,3,1031,72,30,15,Healthy
823,4,1029,4,25,9,Low Stock
824,1,1072,102,30,6,Healthy
825,6,1129,145,30,5,Healthy
826,6,1020,112,30,8,Healthy
827,2,1119,139,30,11,Healthy
828,2,1053,381,50,6,Overstock
829,5,1044,10,25,9,Low Stock
830,2,1034,103,30,6,Healthy
831,5,1002,20,25,9,Low Stock
832,4,1118,3,25,6,Low Stock
833,6,1062,0,25,4,Low Stock
834,5,1103,134,30,13,Healthy
835,3,1024,85,30,8,Healthy
836,6,1054,147,30,11,Healthy
837,5,1081,110,30,5,Healthy
838,1,1033,304,50,6,Overstock
839,2,1018,89,30,8,Healthy
840,6,1043,141,30,11,Healthy
841,2,1058,93,30,8,Healthy
842,6,1027,51,30,5,Healthy
843,6,1101,4,25,3,Low Stock
844,3,1089,144,30,15,Healthy
845,1,1073,12,25,6,Low Stock
846,1,1072,67,30,3,Healthy
847,1,1096,13,25,5,Low Stock
848,6,1014,82,30,8,Healthy
849,4,1035,131,30,9,Healthy
850,1,1103,138,30,13,Healthy
851,3,1141,15,25,3,Low Stock
852,3,1145,67,30,4,Healthy
853,4,1141,87,30,15,Healthy
854,2,1131,135,30,4,Healthy
855,3,1001,123,30,3,Healthy
856,6,1030,58,30,6,Healthy
857,2,1028,132,30,5,Healthy
858,3,1023,259,50,9,Overstock
859,4,1139,101,30,6,Healthy
860,6,1086,118,30,13,Healthy
861,3,1115,5,25,5,Low Stock
862,6,1008,51,30,7,Healthy
863,5,1095,1,25,6,Low Stock
864,6,1038,67,30,6,Healthy
865,4,1142,12,25,15,Low Stock
866,4,1046,139,30,4,Healthy
867,6,1042,0,25,10,Low Stock
868,3,1063,79,30,4,Healthy
869,5,1147,52,30,10,Healthy
870,6,1125,72,30,10,Healthy
871,4,1104,68,30,6,Healthy
872,6,1036,69,30,14,Healthy
873,3,1094,84,30,14,Healthy
874,6,1069,137,30,12,Healthy
875,4,1050,92,30,13,Healthy
876,6,1032,56,30,6,Healthy
877,1,1039,71,30,3,Healthy
878,3,1038,15,25,14,Low Stock
879,2,1084,143,30,11,Healthy
880,1,1131,79,30,3,Healthy
881,6,1130,136,30,14,Healthy
882,1,1056,231,50,8,Overstock
883,5,1118,141,30,14,Healthy
884,1,1040,52,30,13,Healthy
885,4,1099,136,30,6,Healthy
886,4,1142,15,25,10,Low Stock
887,6,1045,5,25,7,Low Stock
888,4,1117,57,30,4,Healthy
889,1,1133,67,30,15,Healthy
890,3,1100,6,25,7,Low Stock
891,5,1083,75,30,15,Healthy
892,1,1104,0,25,10,Low Stock
893,6,1110,17,25,6,Low Stock
894,4,1145,117,30,9,Healthy
895,4,1063,135,30,10,Healthy
896,3,1110,67,30,10,Healthy
897,2,1141,68,30,7,Healthy
898,3,1124,89,30,10,Healthy
899,6,1090,342,50,15,Overstock
900,2,1064,249,50,8,Overstock
901,4,1036,17,25,5,Low Stock
902,1,1149,80,30,13,Healthy
903,3,1011,114,30,12,Healthy
904,6,1033,2,25,15,Low Stock
905,3,1137,117,30,11,Healthy
906,3,1002,14,25,8,Low Stock
907,3,1063,20,25,8,Low Stock
908,4,1099,108,30,11,Healthy
909,3,1116,125,30,13,Healthy
910,1,1079,89,30,4,Healthy
911,2,1023,127,30,4,Healthy
912,4,1080,86,30,3,Healthy
913,5,1078,110,30,8,Healthy
914,2,1064,8,25,10,Low Stock
915,1,1076,69,30,7,Healthy
916,5,1140,87,30,14,Healthy
917,1,1003,116,30,12,Healthy
918,1,1135,110,30,4,Healthy
919,3,1081,344,50,7,Overstock
920,5,1062,99,30,3,Healthy
921,3,1045,419,50,15,Overstock
922,4,1040,3,25,14,Low Stock
923,2,1010,80,30,10,Healthy
924,1,1101,14,25,15,Low Stock
925,2,1150,13,25,14,Low Stock
926,6,1061,62,30,14,Healthy
927,4,1141,133,30,10,Healthy
928,5,1120,90,30,13,Healthy
929,3,1029,68,30,7,Healthy
930,3,1148,126,30,4,Healthy
931,2,1030,147,30,3,Healthy
932,3,1126,8,25,5,Low Stock
933,2,1149,67,30,12,Healthy
934,4,1094,372,50,11,Overstock
935,2,1097,203,50,3,Overstock
936,4,1142,74,30,15,Healthy
937,1,1042,13,25,15,Low Stock
938,4,1096,141,30,6,Healthy
939,6,1076,64,30,5,Healthy
940,3,1098,454,50,13,Overstock
941,3,1144,77,30,6,Healthy
942,3,1115,57,30,9,Healthy
943,5,1056,52,30,4,Healthy
944,6,1099,4,25,8,Low Stock
945,2,1066,94,30,11,Healthy
946,6,1007,54,30,12,Healthy
947,2,1012,101,30,9,Healthy
948,4,1027,94,30,11,Healthy
949,4,1116,68,30,4,Healthy
950,1,1102,51,30,3,Healthy
951,6,1125,80,30,15,Healthy
952,5,1102,51,30,14,Healthy
953,3,1023,131,30,9,Healthy
954,4,1081,7,25,8,Low Stock
955,3,1032,92,30,6,Healthy
956,3,1124,107,30,9,Healthy
957,3,1105,123,30,10,Healthy
958,6,1124,92,30,6,Healthy
959,2,1116,303,50,8,Overstock
960,5,1129,63,30,10,Healthy
961,5,1038,95,30,11,Healthy
962,3,1071,54,30,15,Healthy
963,2,1071,69,30,4,Healthy
964,5,1042,72,30,7,Healthy
965,2,1066,88,30,8,Healthy
966,1,1036,414,50,13,Overstock
967,5,1132,15,25,12,Low Stock
968,4,1089,100,30,9,Healthy
969,2,1024,18,25,12,Low Stock
970,6,1014,90,30,6,Healthy
971,6,1061,7,25,4,Low Stock
972,6,1012,2,25,4,Low Stock
973,4,1005,133,30,11,Healthy
974,3,1021,52,30,11,Healthy
975,2,1111,1,25,7,Low Stock
976,6,1055,101,30,9,Healthy
977,3,1110,144,30,6,Healthy
978,2,1148,90,30,14,Healthy
979,3,1065,140,30,5,Healthy
980,6,1088,130,30,3,Healthy
981,6,1054,96,30,10,Healthy
982,6,1041,9,25,5,Low Stock
983,3,1075,61,30,3,Healthy
984,3,1144,88,30,13,Healthy
985,4,1119,110,30,14,Healthy
986,1,1077,2,25,12,Low Stock
987,6,1135,411,50,13,Overstock
988,4,1051,95,30,11,Healthy
989,6,1051,93,30,9,Healthy
990,3,1061,131,30,11,Healthy
991,1,1130,68,30,10,Healthy
992,1,1050,89,30,5,Healthy
993,3,1094,149,30,7,Healthy
994,6,1087,86,30,10,Healthy
995,6,1115,85,30,8,Healthy
996,2,1139,102,30,14,Healthy
997,4,1109,495,50,6,Overstock
998,2,1131,4,25,6,Low Stock
999,5,1014,106,30,14,Healthy
1000,4,1054,54,30,11,Healthy
1001,5,1097,111,30,11,Healthy
1002,2,1010,147,30,4,Healthy
1003,2,1150,84,30,6,Healthy
1004,5,1085,89,30,5,Healthy
1005,3,1048,77,30,12,Healthy
1006,5,1053,72,30,9,Healthy
1007,5,1060,100,30,10,Healthy
1008,4,1103,125,30,5,Healthy
1009,5,1109,67,30,14,Healthy
1010,5,1039,18,25,6,Low Stock
1011,1,1142,297,50,5,Overstock
1012,2,1032,3,25,13,Low Stock
1013,4,1144,77,30,14,Healthy
1014,2,1098,13,25,10,Low Stock
1015,1,1119,18,25,9,Low Stock
1016,4,1068,4,25,10,Low Stock
1017,6,1038,8,25,12,Low Stock
1018,6,1009,134,30,12,Healthy
1019,5,1058,52,30,7,Healthy
1020,3,1065,138,30,9,Healthy
1021,5,1089,14,25,8,Low Stock
1022,3,1059,11,25,10,Low Stock
1023,4,1022,380,50,14,Overstock
1024,3,1027,131,30,3,Healthy
1025,5,1001,120,30,7,Healthy
1026,1,1051,141,30,15,Healthy
1027,1,1144,11,25,14,Low Stock
1028,5,1084,104,30,9,Healthy
1029,4,1114,103,30,15,Healthy
1030,6,1084,83,30,11,Healthy
1031,6,1140,17,25,9,Low Stock
1032,1,1097,70,30,4,Healthy
1033,2,1113,62,30,7,Healthy
1034,4,1086,139,30,13,Healthy
1035,3,1016,423,50,5,Overstock
1036,3,1004,86,30,7,Healthy
1037,2,1091,117,30,10,Healthy
1038,3,1121,122,30,11,Healthy
1039,1,1070,14,25,5,Low Stock
1040,1,1053,466,50,3,Overstock
1041,6,1128,81,30,14,Healthy
1042,4,1064,93,30,5,Healthy
1043,1,1044,73,30,6,Healthy
1044,1,1074,67,30,4,Healthy
1045,3,1070,433,50,8,Overstock
1046,3,1040,91,30,14,Healthy
1047,3,1134,11,25,12,Low Stock
1048,1,1003,7,25,11,Low Stock
1049,5,1028,10,25,13,Low Stock
1050,5,1124,1,25,11,Low Stock
1051,1,1060,63,30,12,Healthy
1052,5,1075,11,25,15,Low Stock
1053,2,1121,147,30,6,Healthy
1054,2,1031,308,50,6,Overstock
1055,6,1133,86,30,8,Healthy
1056,1,1064,67,30,8,Healthy
1057,1,1033,1,25,8,Low Stock
1058,6,1096,128,30,6,Healthy
1059,5,1056,63,30,6,Healthy
1060,3,1023,85,30,11,Healthy
1061,4,1143,131,30,8,Healthy
1062,6,1041,17,25,4,Low Stock
1063,6,1126,137,30,15,Healthy
1064,2,1089,0,25,11,Low Stock
1065,3,1061,81,30,13,Healthy
1066,4,1099,86,30,13,Healthy
1067,1,1078,4,25,13,Low Stock
1068,3,1074,55,30,7,Healthy
1069,4,1148,102,30,10,Healthy
1070,5,1145,116,30,14,Healthy
1071,2,1139,82,30,5,Healthy
1072,2,1078,396,50,14,Overstock
1073,1,1011,144,30,7,Healthy
1074,1,1125,87,30,13,Healthy
1075,1,1013,103,30,3,Healthy
1076,4,1119,93,30,8,Healthy
1077,5,1096,1,25,13,Low Stock
1078,2,1074,70,30,10,Healthy
1079,2,1130,12,25,15,Low Stock
1080,3,1045,127,30,12,Healthy
1081,4,1023,80,30,3,Healthy
1082,6,1048,148,30,7,Healthy
1083,4,1061,74,30,8,Healthy
1084,2,1094,476,50,13,Overstock
1085,6,1145,87,30,7,Healthy
1086,2,1141,115,30,8,Healthy
1087,1,1015,121,30,5,Healthy
1088,6,1066,108,30,4,Healthy
1089,2,1077,19,25,10,Low Stock
1090,6,1113,146,30,9,Healthy
1091,1,1124,89,30,3,Healthy
1092,6,1046,118,30,5,Healthy
1093,3,1028,102,30,7,Healthy
1094,2,1019,11,25,11,Low Stock
1095,4,1129,19,25,11,Low Stock
1096,6,1097,103,30,12,Healthy
1097,6,1046,82,30,8,Healthy
1098,3,1113,51,30,15,Healthy
1099,2,1137,17,25,6,Low Stock
1100,2,1002,129,30,5,Healthy
1101,5,1055,143,30,9,Healthy
1102,4,1135,121,30,9,Healthy
1103,4,1028,411,50,4,Overstock
1104,2,1084,120,30,9,Healthy
1105,3,1089,75,30,12,Healthy
1106,1,1024,59,30,5,Healthy
1107,1,1060,133,30,10,Healthy
1108,6,1079,149,30,9,Healthy
1109,5,1146,109,30,13,Healthy
1110,6,1020,77,30,10,Healthy
1111,3,1125,5,25,15,Low Stock
1112,4,1057,16,25,10,Low Stock
1113,6,1078,99,30,3,Healthy
1114,2,1127,101,30,3,Healthy
1115,4,1099,132,30,6,Healthy
1116,4,1017,133,30,5,Healthy
1117,5,1122,125,30,6,Healthy
1118,6,1119,128,30,5,Healthy
1119,5,1047,123,30,9,Healthy
1120,3,1070,62,30,5,Healthy
1121,6,1065,6,25,10,Low Stock
1122,6,1011,68,30,13,Healthy
1123,3,1066,7,25,10,Low Stock
1124,1,1068,146,30,10,Healthy
1125,4,1017,18,25,5,Low Stock
1126,2,1111,90,30,6,Healthy
1127,6,1064,137,30,7,Healthy
1128,2,1017,147,30,15,Healthy
1129,4,1005,2,25,6,Low Stock
1130,3,1087,7,25,10,Low Stock
1131,6,1075,11,25,11,Low Stock
1132,6,1120,63,30,11,Healthy
1133,6,1052,90,30,4,Healthy
1134,1,1043,14,25,5,Low Stock
1135,1,1106,131,30,11,Healthy
1136,4,1134,17,25,13,Low Stock
1137,6,1013,117,30,3,Healthy
1138,1,1007,120,30,13,Healthy
1139,1,1017,103,30,5,Healthy
1140,3,1119,146,30,6,Healthy
1141,3,1126,126,30,10,Healthy
1142,4,1041,139,30,11,Healthy
1143,6,1138,123,30,10,Healthy
1144,1,1014,7,25,11,Low Stock
1145,6,1076,60,30,15,Healthy
1146,6,1147,73,30,13,Healthy
1147,4,1043,124,30,7,Healthy
1148,1,1076,50,30,3,Healthy
1149,4,1147,7,25,4,Low Stock
1150,4,1009,140,30,4,Healthy
1151,1,1040,137,30,10,Healthy
1152,5,1093,84,30,5,Healthy
1153,2,1001,103,30,8,Healthy
1154,4,1120,110,30,10,Healthy
1155,6,1019,119,30,14,Healthy
1156,6,1074,13,25,6,Low Stock
1157,4,1015,94,30,4,Healthy
1158,6,1001,60,30,8,Healthy
1159,2,1096,131,30,5,Healthy
1160,5,1123,115,30,3,Healthy
1161,5,1012,71,30,5,Healthy
1162,5,1149,117,30,12,Healthy
1163,1,1138,143,30,15,Healthy
1164,2,1045,17,25,6,Low Stock
1165,5,1049,118,30,13,Healthy
1166,4,1019,149,30,13,Healthy
1167,3,1083,101,30,5,Healthy
1168,4,1077,242,50,12,Overstock
1169,5,1076,103,30,6,Healthy
1170,3,1024,63,30,15,Healthy
1171,6,1120,67,30,3,Healthy
1172,4,1026,127,30,10,Healthy
1173,6,1139,7,25,9,Low Stock
1174,4,1006,99,30,12,Healthy
1175,1,1101,6,25,9,Low Stock
1176,5,1007,119,30,4,Healthy
1177,2,1097,131,30,6,Healthy
1178,5,1040,107,30,10,Healthy
1179,5,1014,17,25,13,Low Stock
1180,4,1026,58,30,14,Healthy
1181,6,1111,62,30,3,Healthy
1182,2,1003,18,25,10,Low Stock
1183,1,1077,17,25,12,Low Stock
1184,4,1102,61,30,6,Healthy
1185,6,1103,329,50,3,Overstock
1186,2,1082,469,50,15,Overstock
1187,1,1049,105,30,7,Healthy
1188,3,1106,94,30,8,Healthy
1189,2,1116,20,25,5,Low Stock
1190,6,1130,89,30,5,Healthy
1191,3,1001,141,30,8,Healthy
1192,1,1130,244,50,7,Overstock
1193,2,1146,19,25,12,Low Stock
1194,5,1004,210,50,3,Overstock
1195,4,1136,103,30,6,Healthy
1196,6,1089,142,30,8,Healthy
1197,4,1122,140,30,10,Healthy
1198,2,1073,106,30,5,Healthy
1199,3,1070,149,30,9,Healthy
1200,2,1059,75,30,9,Healthy
1201,4,1141,135,30,9,Healthy
1202,5,1075,284,50,9,Overstock
1203,5,1130,112,30,6,Healthy
1204,3,1084,289,50,10,Overstock
1205,5,1108,126,30,6,Healthy
1206,4,1091,1,25,15,Low Stock
1207,5,1083,69,30,7,Healthy
1208,6,1150,4,25,3,Low Stock
1209,5,1124,6,25,14,Low Stock
1210,3,1109,64,30,8,Healthy
1211,6,1055,85,30,3,Healthy
1212,4,1098,76,30,12,Healthy
1213,6,1089,121,30,3,Healthy
1214,2,1053,96,30,10,Healthy
1215,2,1083,126,30,10,Healthy
1216,2,1141,123,30,9,Healthy
1217,1,1009,63,30,13,Healthy
1218,3,1129,143,30,5,Healthy
1219,1,1051,127,30,7,Healthy
1220,1,1098,18,25,5,Low Stock
1221,4,1054,14,25,12,Low Stock
1222,1,1118,1,25,13,Low Stock
1223,4,1140,8,25,13,Low Stock
1224,3,1113,99,30,11,Healthy
1225,1,1107,145,30,13,Healthy
1226,6,1122,113,30,10,Healthy
1227,1,1134,4,25,14,Low Stock
1228,5,1119,327,50,3,Overstock
1229,2,1122,87,30,5,Healthy
1230,6,1128,5,25,11,Low Stock
1231,6,1023,138,30,8,Healthy
1232,3,1020,134,30,10,Healthy
1233,2,1073,115,30,5,Healthy
1234,3,1104,147,30,10,Healthy
1235,5,1149,144,30,6,Healthy
1236,3,1139,68,30,10,Healthy
1237,2,1053,66,30,8,Healthy
1238,6,1121,13,25,12,Low Stock
1239,4,1011,81,30,12,Healthy
1240,3,1009,115,30,14,Healthy
1241,3,1117,121,30,12,Healthy
1242,1,1072,94,30,15,Healthy
1243,1,1050,144,30,6,Healthy
1244,1,1071,240,50,8,Overstock
1245,5,1027,19,25,7,Low Stock
1246,1,1138,111,30,9,Healthy
1247,6,1115,8,25,3,Low Stock
1248,2,1003,128,30,7,Healthy
1249,6,1059,115,30,4,Healthy
1250,5,1012,51,30,11,Healthy
1251,4,1059,98,30,10,Healthy
1252,2,1084,117,30,12,Healthy
1253,6,1065,9,25,15,Low Stock
1254,1,1030,66,30,12,Healthy
1255,3,1074,135,30,12,Healthy
1256,1,1091,94,30,12,Healthy
1257,2,1046,113,30,11,Healthy
1258,3,1087,61,30,5,Healthy
1259,4,1144,53,30,4,Healthy
1260,5,1113,136,30,10,Healthy
1261,1,1039,0,25,4,Low Stock
1262,5,1126,109,30,14,Healthy
1263,5,1113,332,50,7,Overstock
1264,6,1099,9,25,14,Low Stock
1265,6,1008,94,30,3,Healthy
1266,1,1144,55,30,13,Healthy
1267,4,1092,387,50,14,Overstock
1268,3,1002,145,30,3,Healthy
1269,5,1058,88,30,8,Healthy
1270,3,1023,406,50,8,Overstock
1271,4,1147,65,30,8,Healthy
1272,4,1058,133,30,6,Healthy
1273,6,1022,66,30,6,Healthy
1274,3,1036,330,50,4,Overstock
1275,1,1067,362,50,5,Overstock
1276,1,1037,100,30,9,Healthy
1277,4,1004,75,30,8,Healthy
1278,6,1020,8,25,4,Low Stock
1279,5,1081,63,30,11,Healthy
1280,4,1006,110,30,5,Healthy
1281,6,1115,4,25,7,Low Stock
1282,6,1146,59,30,15,Healthy
1283,3,1072,13,25,4,Low Stock
1284,1,1043,130,30,11,Healthy
1285,3,1020,110,30,7,Healthy
1286,5,1094,13,25,12,Low Stock
1287,1,1104,86,30,8,Healthy
1288,5,1113,6,25,8,Low Stock
1289,6,1111,132,30,14,Healthy
1290,2,1110,120,30,7,Healthy
1291,4,1032,123,30,13,Healthy
1292,6,1050,54,30,3,Healthy
1293,5,1119,144,30,9,Healthy
1294,5,1005,105,30,9,Healthy
1295,2,1019,3,25,12,Low Stock
1296,1,1014,131,30,12,Healthy
1297,4,1114,0,25,9,Low Stock
1298,2,1097,80,30,15,Healthy
1299,2,1053,139,30,9,Healthy
1300,2,1130,238,50,7,Overstock
1301,6,1036,106,30,3,Healthy
1302,3,1143,74,30,12,Healthy
1303,5,1069,6,25,10,Low Stock
1304,5,1030,4,25,11,Low Stock
1305,6,1022,104,30,9,Healthy
1306,6,1078,60,30,6,Healthy
1307,6,1012,53,30,3,Healthy
1308,5,1063,139,30,15,Healthy
1309,2,1111,18,25,6,Low Stock
1310,5,1014,18,25,6,Low Stock
1311,2,1056,4,25,9,Low Stock
1312,2,1041,105,30,4,Healthy
1313,5,1109,125,30,6,Healthy
1314,5,1131,138,30,6,Healthy
1315,3,1004,1,25,10,Low Stock
1316,6,1036,136,30,3,Healthy
1317,3,1036,413,50,10,Overstock
1318,3,1006,19,25,3,Low Stock
1319,3,1135,116,30,7,Healthy
1320,5,1054,99,30,15,Healthy
1321,2,1131,146,30,12,Healthy
1322,3,1020,55,30,12,Healthy
1323,1,1102,89,30,9,Healthy
1324,1,1032,293,50,4,Overstock
1325,2,1107,358,50,12,Overstock
1326,6,1078,146,30,3,Healthy
1327,5,1100,2,25,5,Low Stock
1328,6,1127,53,30,8,Healthy
1329,6,1003,103,30,7,Healthy
1330,3,1072,113,30,5,Healthy
1331,5,1082,145,30,6,Healthy
1332,5,1102,98,30,11,Healthy
1333,5,1051,98,30,3,Healthy
1334,3,1059,104,30,3,Healthy
1335,1,1065,0,25,4,Low Stock
1336,6,1130,72,30,5,Healthy
1337,5,1114,116,30,8,Healthy
1338,2,1014,115,30,4,Healthy
1339,4,1032,87,30,5,Healthy
1340,3,1056,386,50,13,Overstock
1341,1,1052,97,30,10,Healthy
1342,5,1141,1,25,12,Low Stock
1343,4,1147,146,30,7,Healthy
1344,1,1145,147,30,14,Healthy
1345,3,1123,62,30,5,Healthy
1346,2,1121,16,25,13,Low Stock
1347,1,1055,68,30,9,Healthy
1348,5,1029,138,30,8,Healthy
1349,5,1095,88,30,14,Healthy
1350,6,1134,78,30,12,Healthy
1351,2,1111,133,30,10,Healthy
1352,6,1007,112,30,9,Healthy
1353,6,1009,63,30,4,Healthy
1354,3,1089,70,30,6,Healthy
1355,2,1069,132,30,12,Healthy
1356,4,1150,122,30,14,Healthy
1357,3,1096,98,30,7,Healthy
1358,6,1108,17,25,14,Low Stock
1359,4,1068,106,30,12,Healthy
1360,1,1086,79,30,3,Healthy
1361,3,1033,106,30,7,Healthy
1362,5,1028,71,30,8,Healthy
1363,5,1053,53,30,11,Healthy
1364,2,1096,119,30,15,Healthy
1365,2,1023,7,25,10,Low Stock
1366,1,1042,8,25,8,Low Stock
1367,6,1122,9,25,15,Low Stock
1368,3,1115,14,25,9,Low Stock
1369,2,1023,99,30,10,Healthy
1370,6,1058,130,30,9,Healthy
1371,4,1140,434,50,11,Overstock
1372,5,1032,131,30,15,Healthy
1373,3,1101,7,25,8,Low Stock
1374,6,1130,51,30,11,Healthy
1375,3,1051,72,30,14,Healthy
1376,6,1011,4,25,9,Low Stock
1377,5,1144,136,30,8,Healthy
1378,1,1045,11,25,3,Low Stock
1379,2,1107,109,30,9,Healthy
1380,3,1009,105,30,12,Healthy
1381,6,1071,143,30,5,Healthy
1382,3,1138,142,30,6,Healthy
1383,5,1041,103,30,13,Healthy
1384,4,1119,123,30,10,Healthy
1385,6,1051,149,30,6,Healthy
1386,6,1037,107,30,7,Healthy
1387,2,1069,136,30,11,Healthy
1388,2,1130,113,30,14,Healthy
1389,6,1044,63,30,15,Healthy
1390,4,1147,142,30,13,Healthy
1391,3,1112,149,30,7,Healthy
1392,1,1058,5,25,8,Low Stock
1393,3,1045,16,25,13,Low Stock
1394,3,1110,122,30,14,Healthy
1395,3,1010,16,25,12,Low Stock
1396,2,1014,84,30,13,Healthy
1397,5,1069,101,30,14,Healthy
1398,1,1124,79,30,4,Healthy
1399,5,1051,85,30,9,Healthy
1400,3,1011,17,25,8,Low Stock
1401,3,1004,108,30,12,Healthy
1402,2,1035,135,30,9,Healthy
1403,6,1149,100,30,11,Healthy
1404,2,1083,92,30,3,Healthy
1405,2,1099,139,30,12,Healthy
1406,1,1072,133,30,9,Healthy
1407,6,1022,121,30,5,Healthy
1408,2,1097,55,30,3,Healthy
1409,4,1127,72,30,5,Healthy
1410,4,1005,67,30,4,Healthy
1411,4,1052,94,30,12,Healthy
1412,5,1126,7,25,11,Low Stock
1413,3,1005,87,30,12,Healthy
1414,2,1126,469,50,6,Overstock
1415,2,1067,146,30,11,Healthy
1416,4,1016,115,30,8,Healthy
1417,5,1087,72,30,13,Healthy
1418,1,1054,360,50,10,Overstock
1419,5,1018,68,30,15,Healthy
1420,6,1040,60,30,9,Healthy
1421,6,1090,104,30,9,Healthy
1422,5,1149,115,30,6,Healthy
1423,4,1133,81,30,7,Healthy
1424,3,1083,86,30,5,Healthy
1425,3,1082,7,25,12,Low Stock
1426,5,1104,354,50,4,Overstock
1427,3,1131,143,30,6,Healthy
1428,6,1120,378,50,3,Overstock
1429,2,1072,64,30,9,Healthy
1430,2,1040,129,30,4,Healthy
1431,2,1007,67,30,12,Healthy
1432,4,1008,6,25,12,Low Stock
1433,5,1137,111,30,11,Healthy
1434,1,1135,141,30,5,Healthy
1435,2,1093,137,30,3,Healthy
1436,3,1005,103,30,5,Healthy
1437,3,1096,109,30,14,Healthy
1438,3,1022,20,25,12,Low Stock
1439,4,1054,147,30,14,Healthy
1440,3,1049,10,25,8,Low Stock
1441,1,1045,12,25,10,Low Stock
1442,6,1149,84,30,15,Healthy
1443,1,1022,0,25,6,Low Stock
1444,6,1028,499,50,6,Overstock
1445,1,1041,104,30,3,Healthy
1446,5,1081,342,50,14,Overstock
1447,5,1078,62,30,7,Healthy
1448,2,1149,97,30,5,Healthy
1449,6,1060,120,30,6,Healthy
1450,3,1046,60,30,5,Healthy
1451,4,1135,20,25,14,Low Stock
1452,4,1028,69,30,14,Healthy
1453,4,1004,103,30,13,Healthy
1454,2,1002,70,30,8,Healthy
1455,4,1009,139,30,5,Healthy
1456,2,1126,115,30,14,Healthy
1457,6,1039,302,50,5,Overstock
1458,2,1099,329,50,9,Overstock
1459,2,1125,135,30,3,Healthy
1460,3,1109,93,30,15,Healthy
1461,3,1122,4,25,10,Low Stock
1462,6,1060,99,30,10,Healthy
1463,4,1019,54,30,8,Healthy
1464,2,1055,106,30,10,Healthy
1465,3,1034,146,30,13,Healthy
1466,4,1047,58,30,15,Healthy
1467,3,1046,17,25,12,Low Stock
1468,4,1051,6,25,11,Low Stock
1469,2,1127,108,30,9,Healthy
1470,5,1029,66,30,4,Healthy
1471,4,1027,147,30,11,Healthy
1472,3,1033,53,30,15,Healthy
1473,1,1048,109,30,5,Healthy
1474,4,1112,70,30,9,Healthy
1475,1,1120,147,30,15,Healthy
1476,5,1099,94,30,13,Healthy
1477,2,1118,5,25,10,Low Stock
1478,2,1094,304,50,3,Overstock
1479,2,1094,2,25,6,Low Stock
1480,6,1142,90,30,14,Healthy
1481,4,1075,52,30,9,Healthy
1482,4,1001,71,30,8,Healthy
1483,6,1032,105,30,10,Healthy
1484,5,1037,52,30,11,Healthy
1485,5,1096,91,30,3,Healthy
1486,2,1144,15,25,7,Low Stock
1487,1,1136,125,30,8,Healthy
1488,3,1020,83,30,7,Healthy
1489,6,1059,53,30,7,Healthy
1490,2,1149,92,30,4,Healthy
1491,6,1139,326,50,14,Overstock
1492,2,1079,6,25,12,Low Stock
1493,3,1070,143,30,7,Healthy
1494,4,1003,147,30,10,Healthy
1495,3,1147,67,30,14,Healthy
1496,5,1075,114,30,5,Healthy
1497,3,1069,75,30,10,Healthy
1498,3,1119,2,25,11,Low Stock
1499,4,1013,62,30,14,Healthy
1500,4,1097,13,25,5,Low Stock
1501,1,1098,64,30,6,Healthy
1502,2,1013,107,30,10,Healthy
